timestamp,device_id,npu_aicore_pct,npu_hbm_mb,npu_power_w,npu_temp_c,host_used_kb
2026-08-07T21:16:42.124+00:00,0,42,51255,237.0,52,120641832
2026-08-07T21:16:42.124+00:00,1,0,45292,,52,120641832
2026-08-07T21:16:43.687+00:00,0,69,51255,281.0,60,121813452
2026-08-07T21:16:43.687+00:00,1,0,45292,,52,121813452
2026-08-07T21:16:45.250+00:00,0,65,51255,283.1,61,121225284
2026-08-07T21:16:45.250+00:00,1,0,45292,,52,121225284
2026-08-07T21:16:46.803+00:00,0,69,51255,282.3,60,120679652
2026-08-07T21:16:46.803+00:00,1,0,45292,,52,120679652
2026-08-07T21:16:48.377+00:00,0,70,51256,291.5,60,120742904
2026-08-07T21:16:48.377+00:00,1,0,45292,,52,120742904
2026-08-07T21:16:49.924+00:00,0,70,51256,283.9,60,120667744
2026-08-07T21:16:49.924+00:00,1,0,45292,,52,120667744
2026-08-07T21:16:51.472+00:00,0,67,51256,274.7,60,120430744
2026-08-07T21:16:51.472+00:00,1,0,45292,,52,120430744
2026-08-07T21:16:53.031+00:00,0,66,51255,278.5,61,121377128
2026-08-07T21:16:53.031+00:00,1,0,45292,,52,121377128
2026-08-07T21:16:54.591+00:00,0,67,51256,280.2,61,121717872
2026-08-07T21:16:54.591+00:00,1,0,45292,,52,121717872
2026-08-07T21:16:56.149+00:00,0,70,51255,281.5,61,121642244
2026-08-07T21:16:56.149+00:00,1,0,45292,,52,121642244
2026-08-07T21:16:57.692+00:00,0,42,51256,254.0,58,120624900
2026-08-07T21:16:57.692+00:00,1,0,45292,,52,120624900
2026-08-07T21:16:59.245+00:00,0,56,51256,264.7,60,120042384
2026-08-07T21:16:59.245+00:00,1,0,45292,,52,120042384
2026-08-07T21:17:00.811+00:00,0,71,51256,278.4,60,119993600
2026-08-07T21:17:00.811+00:00,1,0,45292,,52,119993600
2026-08-07T21:17:02.356+00:00,0,70,51256,277.4,61,118821464
2026-08-07T21:17:02.356+00:00,1,0,45292,,53,118821464
2026-08-07T21:17:03.915+00:00,0,71,51256,282.6,61,120512972
2026-08-07T21:17:03.915+00:00,1,0,45292,,52,120512972
2026-08-07T21:17:05.478+00:00,0,72,51256,285.3,60,118953892
2026-08-07T21:17:05.478+00:00,1,0,45292,,53,118953892
2026-08-07T21:17:07.040+00:00,0,70,51255,282.5,61,118926404
2026-08-07T21:17:07.040+00:00,1,0,45292,,53,118926404
2026-08-07T21:17:08.594+00:00,0,70,51255,289.9,61,118944664
2026-08-07T21:17:08.594+00:00,1,0,45292,,52,118944664
2026-08-07T21:17:10.161+00:00,0,70,51256,285.7,62,118902720
2026-08-07T21:17:10.161+00:00,1,0,45292,,53,118902720
2026-08-07T21:17:11.713+00:00,0,70,51255,288.0,61,118889192
2026-08-07T21:17:11.713+00:00,1,0,45292,,52,118889192
2026-08-07T21:17:13.284+00:00,0,70,51255,287.2,61,119333224
2026-08-07T21:17:13.284+00:00,1,0,45292,,52,119333224
2026-08-07T21:17:14.842+00:00,0,70,51256,285.6,61,119996500
2026-08-07T21:17:14.842+00:00,1,0,45292,,52,119996500
2026-08-07T21:17:16.399+00:00,0,35,51256,258.2,57,118910012
2026-08-07T21:17:16.399+00:00,1,0,45292,,53,118910012
2026-08-07T21:17:17.972+00:00,0,70,51255,280.5,60,118934124
2026-08-07T21:17:17.972+00:00,1,0,45292,,52,118934124
2026-08-07T21:17:19.639+00:00,0,71,51256,285.5,61,118946376
2026-08-07T21:17:19.639+00:00,1,0,45292,,52,118946376
2026-08-07T21:17:21.187+00:00,0,65,51255,276.8,62,119151184
2026-08-07T21:17:21.187+00:00,1,0,45292,,52,119151184
2026-08-07T21:17:22.755+00:00,0,69,51255,275.7,62,120861248
2026-08-07T21:17:22.755+00:00,1,0,45292,,52,120861248
2026-08-07T21:17:24.307+00:00,0,70,51255,291.0,61,119949324
2026-08-07T21:17:24.307+00:00,1,0,45292,,52,119949324
2026-08-07T21:17:25.871+00:00,0,66,51255,283.2,62,118915076
2026-08-07T21:17:25.871+00:00,1,0,45292,,52,118915076
2026-08-07T21:17:27.448+00:00,0,69,51256,283.9,62,118900316
2026-08-07T21:17:27.448+00:00,1,0,45292,,52,118900316
2026-08-07T21:17:28.998+00:00,0,70,51255,286.4,61,118863912
2026-08-07T21:17:28.998+00:00,1,0,45292,,52,118863912
2026-08-07T21:17:30.554+00:00,0,59,51256,268.1,60,118858216
2026-08-07T21:17:30.554+00:00,1,0,45292,,52,118858216
