timestamp,device_id,npu_aicore_pct,npu_hbm_mb,npu_power_w,npu_temp_c,host_used_kb
2026-08-07T22:50:31.419+00:00,0,0,51149,175.3,47,112136140
2026-08-07T22:50:31.419+00:00,1,0,39481,,48,112136140
2026-08-07T22:50:32.980+00:00,0,70,51258,280.3,55,112410792
2026-08-07T22:50:32.980+00:00,1,0,39481,,48,112410792
2026-08-07T22:50:34.555+00:00,0,70,51258,278.7,55,112836224
2026-08-07T22:50:34.555+00:00,1,0,39481,,48,112836224
2026-08-07T22:50:36.111+00:00,0,71,51258,275.4,55,113820000
2026-08-07T22:50:36.111+00:00,1,0,39481,,48,113820000
2026-08-07T22:50:37.675+00:00,0,71,51258,276.6,55,115386200
2026-08-07T22:50:37.675+00:00,1,0,39481,,48,115386200
2026-08-07T22:50:39.286+00:00,0,71,51258,279.0,56,115698268
2026-08-07T22:50:39.286+00:00,1,0,39481,,48,115698268
2026-08-07T22:50:40.854+00:00,0,71,51258,278.2,57,115713668
2026-08-07T22:50:40.854+00:00,1,0,39481,,48,115713668
2026-08-07T22:50:42.431+00:00,0,69,51258,274.9,56,115697808
2026-08-07T22:50:42.431+00:00,1,0,39481,,48,115697808
2026-08-07T22:50:43.999+00:00,0,69,51258,267.3,54,115076344
2026-08-07T22:50:43.999+00:00,1,0,39481,,48,115076344
2026-08-07T22:50:45.559+00:00,0,68,51258,267.3,56,114343500
2026-08-07T22:50:45.559+00:00,1,0,39481,,48,114343500
2026-08-07T22:50:47.115+00:00,0,34,51258,243.5,52,114721136
2026-08-07T22:50:47.115+00:00,1,0,39481,,48,114721136
2026-08-07T22:50:48.677+00:00,0,0,51257,184.2,47,114722368
2026-08-07T22:50:48.677+00:00,1,0,39481,,48,114722368
