timestamp,device_id,npu_aicore_pct,npu_hbm_mb,npu_power_w,npu_temp_c,host_used_kb
2026-08-07T21:27:19.015+00:00,0,32,51258,223.0,51,122523288
2026-08-07T21:27:19.015+00:00,1,0,45292,,51,122523288
2026-08-07T21:27:20.576+00:00,0,71,51257,276.9,60,122548932
2026-08-07T21:27:20.576+00:00,1,0,45292,,51,122548932
2026-08-07T21:27:22.131+00:00,0,71,51257,277.2,58,122542260
2026-08-07T21:27:22.131+00:00,1,0,45292,,52,122542260
2026-08-07T21:27:23.693+00:00,0,66,51258,272.3,59,122565952
2026-08-07T21:27:23.693+00:00,1,0,45292,,51,122565952
2026-08-07T21:27:25.251+00:00,0,69,51257,278.3,60,122576920
2026-08-07T21:27:25.251+00:00,1,0,45292,,52,122576920
2026-08-07T21:27:26.855+00:00,0,72,51257,277.9,59,122555108
2026-08-07T21:27:26.855+00:00,1,0,45292,,51,122555108
2026-08-07T21:27:28.429+00:00,0,70,51257,275.3,60,122580556
2026-08-07T21:27:28.429+00:00,1,0,45292,,51,122580556
2026-08-07T21:27:29.989+00:00,0,69,51257,267.6,60,122598892
2026-08-07T21:27:29.989+00:00,1,0,45292,,51,122598892
2026-08-07T21:27:31.553+00:00,0,69,51257,273.7,60,122586564
2026-08-07T21:27:31.553+00:00,1,0,45292,,51,122586564
2026-08-07T21:27:33.104+00:00,0,68,51257,276.0,58,122598076
2026-08-07T21:27:33.104+00:00,1,0,45292,,51,122598076
2026-08-07T21:27:34.658+00:00,0,61,51258,267.7,59,122602680
2026-08-07T21:27:34.658+00:00,1,0,45292,,51,122602680
2026-08-07T21:27:36.212+00:00,0,70,51258,272.6,59,122592636
2026-08-07T21:27:36.212+00:00,1,0,45292,,51,122592636
2026-08-07T21:27:37.773+00:00,0,46,51257,264.1,55,122609436
2026-08-07T21:27:37.773+00:00,1,0,45292,,51,122609436
2026-08-07T21:27:39.337+00:00,0,56,51257,260.1,57,122624040
2026-08-07T21:27:39.337+00:00,1,0,45292,,51,122624040
2026-08-07T21:27:40.887+00:00,0,69,51257,276.4,60,122627196
2026-08-07T21:27:40.887+00:00,1,0,45292,,51,122627196
2026-08-07T21:27:42.441+00:00,0,0,51257,186.8,51,122595220
2026-08-07T21:27:42.441+00:00,1,0,45292,,51,122595220
