timestamp,device_id,npu_aicore_pct,npu_hbm_mb,npu_power_w,npu_temp_c,host_used_kb
2026-08-07T21:20:52.521+00:00,0,55,51255,191.2,52,123425536
2026-08-07T21:20:52.521+00:00,1,0,45292,,53,123425536
2026-08-07T21:20:54.077+00:00,0,66,51255,266.8,60,123452092
2026-08-07T21:20:54.077+00:00,1,0,45292,,53,123452092
2026-08-07T21:20:55.626+00:00,0,66,51256,280.6,62,125740204
2026-08-07T21:20:55.626+00:00,1,0,45292,,53,125740204
2026-08-07T21:20:57.177+00:00,0,68,51256,281.0,62,124947772
2026-08-07T21:20:57.177+00:00,1,0,45292,,53,124947772
2026-08-07T21:20:58.732+00:00,0,71,51256,280.9,62,123976064
2026-08-07T21:20:58.732+00:00,1,0,45292,,53,123976064
2026-08-07T21:21:00.279+00:00,0,66,51256,278.5,62,124039680
2026-08-07T21:21:00.279+00:00,1,0,45292,,53,124039680
2026-08-07T21:21:01.832+00:00,0,69,51256,286.3,63,124068800
2026-08-07T21:21:01.832+00:00,1,0,45292,,54,124068800
2026-08-07T21:21:03.390+00:00,0,69,51256,283.0,62,124822032
2026-08-07T21:21:03.390+00:00,1,0,45292,,53,124822032
2026-08-07T21:21:04.944+00:00,0,70,51255,288.2,62,126704324
2026-08-07T21:21:04.944+00:00,1,0,45292,,53,126704324
2026-08-07T21:21:06.584+00:00,0,70,51255,290.8,62,125918252
2026-08-07T21:21:06.584+00:00,1,0,45292,,54,125918252
2026-08-07T21:21:08.139+00:00,0,70,51255,289.0,62,125976268
2026-08-07T21:21:08.139+00:00,1,0,45292,,53,125976268
2026-08-07T21:21:09.706+00:00,0,66,51256,288.1,62,126245704
2026-08-07T21:21:09.706+00:00,1,0,45292,,53,126245704
2026-08-07T21:21:11.280+00:00,0,60,51256,266.6,63,126257928
2026-08-07T21:21:11.280+00:00,1,0,45292,,52,126257928
2026-08-07T21:21:12.857+00:00,0,62,51255,277.2,60,126609200
2026-08-07T21:21:12.857+00:00,1,0,45292,,54,126609200
2026-08-07T21:21:14.440+00:00,0,66,51255,276.4,62,127611068
2026-08-07T21:21:14.440+00:00,1,0,45292,,53,127611068
2026-08-07T21:21:16.002+00:00,0,70,51255,286.9,62,127808300
2026-08-07T21:21:16.002+00:00,1,0,45292,,53,127808300
2026-08-07T21:21:17.578+00:00,0,66,51255,276.5,62,127416036
2026-08-07T21:21:17.578+00:00,1,0,45292,,53,127416036
2026-08-07T21:21:19.134+00:00,0,70,51256,282.0,62,125713804
2026-08-07T21:21:19.134+00:00,1,0,45292,,54,125713804
2026-08-07T21:21:20.704+00:00,0,66,51256,282.4,62,125687080
2026-08-07T21:21:20.704+00:00,1,0,45292,,53,125687080
2026-08-07T21:21:22.271+00:00,0,71,51256,285.2,62,125816592
2026-08-07T21:21:22.271+00:00,1,0,45292,,53,125816592
2026-08-07T21:21:23.908+00:00,0,71,51256,281.0,62,126005260
2026-08-07T21:21:23.908+00:00,1,0,45292,,53,126005260
2026-08-07T21:21:25.466+00:00,0,50,51256,254.1,59,127082432
2026-08-07T21:21:25.466+00:00,1,0,45292,,53,127082432
2026-08-07T21:21:27.032+00:00,0,63,51255,272.1,59,126705852
2026-08-07T21:21:27.032+00:00,1,0,45292,,53,126705852
2026-08-07T21:21:28.604+00:00,0,66,51256,278.5,62,126840160
2026-08-07T21:21:28.604+00:00,1,0,45292,,52,126840160
2026-08-07T21:21:30.179+00:00,0,65,51256,274.3,62,126819044
2026-08-07T21:21:30.179+00:00,1,0,45292,,53,126819044
2026-08-07T21:21:31.740+00:00,0,71,51256,287.3,62,126861232
2026-08-07T21:21:31.740+00:00,1,0,45292,,53,126861232
2026-08-07T21:21:33.310+00:00,0,69,51255,285.7,62,127728356
2026-08-07T21:21:33.310+00:00,1,0,45292,,53,127728356
2026-08-07T21:21:34.871+00:00,0,70,51256,284.5,62,128578340
2026-08-07T21:21:34.871+00:00,1,0,45292,,54,128578340
2026-08-07T21:21:36.435+00:00,0,71,51256,285.8,62,128403396
2026-08-07T21:21:36.435+00:00,1,0,45292,,53,128403396
2026-08-07T21:21:38.003+00:00,0,66,51255,284.6,62,127429984
2026-08-07T21:21:38.003+00:00,1,0,45292,,52,127429984
2026-08-07T21:21:39.571+00:00,0,67,51256,279.8,62,127355016
2026-08-07T21:21:39.571+00:00,1,0,45292,,53,127355016
2026-08-07T21:21:41.138+00:00,0,68,51256,281.4,62,128078744
2026-08-07T21:21:41.138+00:00,1,0,45292,,53,128078744
2026-08-07T21:21:42.703+00:00,0,35,51256,261.4,58,129325660
2026-08-07T21:21:42.703+00:00,1,0,45292,,54,129325660
2026-08-07T21:21:44.286+00:00,0,71,51256,281.2,61,135476816
2026-08-07T21:21:44.286+00:00,1,0,45292,,53,135476816
2026-08-07T21:21:45.858+00:00,0,71,51256,289.7,61,134689728
2026-08-07T21:21:45.858+00:00,1,0,45292,,53,134689728
2026-08-07T21:21:47.421+00:00,0,71,51255,290.8,62,133660032
2026-08-07T21:21:47.421+00:00,1,0,45292,,53,133660032
2026-08-07T21:21:48.992+00:00,0,71,51255,288.2,62,133845648
2026-08-07T21:21:48.992+00:00,1,0,45292,,53,133845648
2026-08-07T21:21:50.556+00:00,0,70,51256,284.4,61,133948364
2026-08-07T21:21:50.556+00:00,1,0,45292,,52,133948364
2026-08-07T21:21:52.191+00:00,0,66,51256,280.4,62,133946756
2026-08-07T21:21:52.191+00:00,1,0,45292,,54,133946756
2026-08-07T21:21:53.751+00:00,0,67,51256,280.3,62,135832552
2026-08-07T21:21:53.751+00:00,1,0,45292,,53,135832552
2026-08-07T21:21:55.311+00:00,0,32,51256,253.2,58,135039392
2026-08-07T21:21:55.311+00:00,1,0,45292,,54,135039392
2026-08-07T21:21:56.866+00:00,0,69,51256,239.3,58,133972544
2026-08-07T21:21:56.866+00:00,1,0,45292,,54,133972544
2026-08-07T21:21:58.440+00:00,0,71,51255,280.9,62,134032372
2026-08-07T21:21:58.440+00:00,1,0,45292,,53,134032372
2026-08-07T21:22:00.009+00:00,0,67,51256,280.5,62,134045440
2026-08-07T21:22:00.009+00:00,1,0,45292,,53,134045440
2026-08-07T21:22:01.571+00:00,0,65,51255,276.7,62,134026924
2026-08-07T21:22:01.571+00:00,1,0,45292,,53,134026924
2026-08-07T21:22:03.141+00:00,0,70,51255,284.4,61,135478856
2026-08-07T21:22:03.141+00:00,1,0,45292,,53,135478856
2026-08-07T21:22:04.704+00:00,0,71,51256,281.7,61,135467024
2026-08-07T21:22:04.704+00:00,1,0,45292,,53,135467024
2026-08-07T21:22:06.285+00:00,0,69,51256,280.7,61,134631084
2026-08-07T21:22:06.285+00:00,1,0,45292,,53,134631084
2026-08-07T21:22:07.881+00:00,0,71,51255,286.0,63,134828348
2026-08-07T21:22:07.881+00:00,1,0,45292,,53,134828348
2026-08-07T21:22:09.462+00:00,0,33,51256,247.9,58,135533928
2026-08-07T21:22:09.462+00:00,1,0,45292,,53,135533928
2026-08-07T21:22:11.027+00:00,0,70,51256,279.6,61,135443328
2026-08-07T21:22:11.027+00:00,1,0,45292,,53,135443328
2026-08-07T21:22:12.619+00:00,0,71,51256,284.6,62,135304328
2026-08-07T21:22:12.619+00:00,1,0,45292,,54,135304328
2026-08-07T21:22:14.213+00:00,0,68,51255,280.8,63,133515816
2026-08-07T21:22:14.213+00:00,1,0,45292,,52,133515816
2026-08-07T21:22:15.783+00:00,0,0,51256,172.9,53,133569232
2026-08-07T21:22:15.783+00:00,1,0,45292,,53,133569232
